CNES - Recursos Físicos - Hospitalar - Leitos de internação - Brasil
Quantidade SUS por Município e Ano/mês compet.
Leitos cirúrgicos: Cirurgia geral
Período:Mar/2020-Abr/2021
"Município";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr"
"317010 Uberaba";61;61;133;131;79;80;80;93;93;93;93;93;60;60
"317020 Uberlândia";86;86;86;81;81;81;81;81;81;81;81;81;81;64
"317040 Unaí";12;12;12;12;12;12;12;12;12;12;12;12;5;5
"317043 União de Minas";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"317052 Urucuia";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"317070 Varginha";26;26;26;26;26;26;26;26;26;26;26;26;26;24
"317080 Várzea da Palma";10;10;10;10;10;10;10;7;7;7;7;7;7;7
"317100 Vazante";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"317120 Vespasiano";19;3;3;3;3;3;8;8;8;8;8;4;4;4
"317130 Viçosa";18;18;19;19;19;19;19;19;19;19;19;19;19;19
"317160 Virgem da Lapa";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"317170 Virgínia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"317180 Virginópolis";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"317200 Visconde do Rio Branco";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"320010 Afonso Cláudio";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"320020 Alegre";11;11;11;11;11;11;11;11;11;11;11;11;11;11
"320040 Anchieta";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"320060 Aracruz";17;17;17;17;17;17;17;17;17;17;17;17;17;17
"320080 Baixo Guandu";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"320090 Barra de São Francisco";11;11;11;11;11;11;11;11;11;11;11;11;11;11
"320100 Boa Esperança";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"320120 Cachoeiro de Itapemirim";38;38;38;38;33;33;33;33;33;33;33;33;31;32
"320140 Castelo";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"320150 Colatina";55;55;55;55;55;55;55;55;51;51;51;51;51;51
"320160 Conceição da Barra";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"320170 Conceição do Castelo";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"320190 Domingos Martins";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"320210 Ecoporanga";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"320230 Guaçuí";10;10;10;10;10;10;10;10;10;8;8;8;8;8
"320240 Guarapari";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"320245 Ibatiba";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"320260 Iconha";6;6;6;6;6;6;6;6;6;6;6;6;-;-
"320270 Itaguaçu";6;6;-;6;6;6;6;6;6;6;6;6;6;6
"320280 Itapemirim";39;39;39;39;39;39;39;16;16;16;16;16;16;5
"320290 Itarana";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"320300 Iúna";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"320305 Jaguaré";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"320310 Jerônimo Monteiro";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"320313 João Neiva";7;8;8;8;8;8;8;8;8;8;8;8;8;8
"320320 Linhares";10;10;13;13;13;13;13;13;13;13;13;13;13;17
"320340 Mimoso do Sul";6;6;5;5;5;5;5;5;5;5;5;5;5;3
"320350 Montanha";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"320360 Mucurici";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"320370 Muniz Freire";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"320380 Muqui";6;6;6;6;6;6;6;6;6;6;6;4;4;4
"320390 Nova Venécia";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"320405 Pedro Canário";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"320410 Pinheiros";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"320435 Rio Bananal";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"320450 Santa Leopoldina";17;17;17;17;17;17;17;17;17;17;17;17;17;17
"320455 Santa Maria de Jetibá";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"320460 Santa Teresa";16;16;16;16;16;16;16;16;16;16;16;16;18;18
"320470 São Gabriel da Palha";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"320480 São José do Calçado";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"320490 São Mateus";28;28;28;28;28;28;28;28;28;28;28;28;28;28
"320500 Serra";65;65;65;22;22;22;22;22;30;30;22;22;22;22
"320503 Vargem Alta";5;5;5;5;-;-;-;-;-;-;-;-;-;-
"320506 Venda Nova do Imigrante";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"320520 Vila Velha";70;67;67;67;69;68;68;68;68;68;68;68;67;67
"320530 Vitória";159;159;159;159;135;135;86;86;86;86;70;70;70;70
"330010 Angra dos Reis";14;22;22;22;22;22;22;20;20;20;19;19;19;19
"330015 Aperibé";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"330020 Araruama";19;19;19;19;23;23;23;23;23;23;23;27;27;27
"330023 Armação dos Búzios";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"330025 Arraial do Cabo";12;12;12;12;12;12;12;12;12;12;12;12;12;6
"330030 Barra do Piraí";17;17;17;17;17;17;19;19;19;19;19;19;19;19
"330040 Barra Mansa";48;48;48;48;48;48;48;48;48;48;48;48;48;48
"330045 Belford Roxo";7;7;7;7;7;7;7;15;15;15;15;15;7;7
"330050 Bom Jardim";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"330060 Bom Jesus do Itabapoana";4;4;4;28;28;28;28;28;28;28;28;28;28;28
"330070 Cabo Frio";31;31;32;32;32;32;32;32;32;32;32;32;32;32
"330080 Cachoeiras de Macacu";4;4;4;4;4;4;9;9;9;9;9;9;4;4
"330090 Cambuci";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"330100 Campos dos Goytacazes";97;97;97;97;97;97;97;97;97;97;97;97;97;97
"330110 Cantagalo";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"330120 Carmo";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"330130 Casimiro de Abreu";14;14;14;14;14;10;10;10;10;10;4;4;4;4
"330150 Cordeiro";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"330160 Duas Barras";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"330170 Duque de Caxias";53;53;53;53;59;59;59;59;59;59;59;59;59;59
"330185 Guapimirim";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"330190 Itaboraí";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"330200 Itaguaí";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"330210 Itaocara";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"330220 Itaperuna";15;15;15;15;15;15;15;15;15;15;15;15;15;15
"330225 Itatiaia";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"330230 Laje do Muriaé";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"330240 Macaé";65;65;63;63;63;63;63;63;63;63;63;63;63;54
"330250 Magé";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"330260 Mangaratiba";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"330270 Maricá";10;10;22;22;22;22;22;22;22;22;22;22;22;11
"330290 Miguel Pereira";16;16;9;9;9;9;9;9;9;9;9;9;9;9
"330300 Miracema";3;3;3;3;3;3;3;3;3;3;3;3;2;2
"330310 Natividade";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"330330 Niterói";74;74;74;74;74;74;74;74;74;74;74;74;74;74
"330340 Nova Friburgo";22;22;22;22;22;22;22;22;22;22;22;22;22;22
"330350 Nova Iguaçu";62;28;28;28;28;28;28;28;28;28;28;28;28;28
"330370 Paraíba do Sul";10;10;10;10;10;10;10;10;10;10;3;3;3;3
"330380 Paraty";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"330390 Petrópolis";46;46;46;46;46;46;52;57;57;57;57;57;57;57
"330400 Piraí";11;11;11;11;11;11;11;11;11;11;11;11;11;11
"330410 Porciúncula";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"330411 Porto Real";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"330412 Quatis";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"330414 Queimados";-;-;-;-;-;-;-;-;-;1;1;1;1;1
"330415 Quissamã";8;8;8;8;8;8;8;8;8;8;8;8;1;1
"330420 Resende";33;33;33;33;33;33;33;33;33;33;33;33;33;33
"330430 Rio Bonito";23;23;23;23;32;32;32;32;32;32;32;32;32;20
"330440 Rio Claro";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"330450 Rio das Flores";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"330452 Rio das Ostras";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"330455 Rio de Janeiro";687;690;690;686;667;678;678;678;679;679;666;666;663;693
"330460 Santa Maria Madalena";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"330470 Santo Antônio de Pádua";12;5;5;5;5;5;5;5;5;5;5;5;5;5
"330480 São Fidélis";11;11;11;11;11;11;11;11;11;11;11;11;11;11
"330490 São Gonçalo";83;85;85;85;85;85;85;85;85;65;65;65;63;63
"330500 São João da Barra";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"330515 São José do Vale do Rio Preto";6;6;6;6;6;6;6;6;6;6;6;3;3;3
"330520 São Pedro da Aldeia";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"330530 São Sebastião do Alto";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"330550 Saquarema";24;24;24;24;24;16;16;16;16;16;16;16;16;16
"330555 Seropédica";-;-;-;-;-;-;-;-;1;1;1;1;1;1
"330570 Sumidouro";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"330580 Teresópolis";32;31;31;31;31;31;31;31;31;31;31;31;31;31
"330590 Trajano de Moraes";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"330600 Três Rios";20;12;12;12;12;12;12;12;12;12;12;12;12;12
"330610 Valença";32;32;32;32;30;30;30;30;30;30;30;30;30;30
"330615 Varre-Sai";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"330620 Vassouras";41;41;41;41;41;41;41;41;41;41;41;41;41;41
"330630 Volta Redonda";55;55;55;55;55;55;55;55;55;55;49;45;45;45
"350010 Adamantina";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"350050 Águas de Lindóia";3;3;3;4;4;4;4;4;4;4;4;4;4;4
"350070 Agudos";11;11;11;11;11;12;12;12;12;12;12;12;12;12
"350100 Altinópolis";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"350110 Alto Alegre";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"350130 Álvares Machado";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"350160 Americana";30;30;10;10;10;10;10;10;10;10;10;10;10;10
"350170 Américo Brasiliense";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"350190 Amparo";15;15;15;15;15;15;15;15;15;15;4;4;4;4
"350210 Andradina";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"350220 Angatuba";11;11;11;11;11;11;11;11;11;11;11;11;11;11
"350250 Aparecida";23;23;23;23;23;23;23;23;23;23;23;23;23;3
"350260 Aparecida d'Oeste";2;1;1;1;1;1;1;1;1;1;1;1;1;1
"350270 Apiaí";12;6;6;6;6;6;6;12;12;6;6;6;6;4
"350280 Araçatuba";28;28;28;28;28;28;28;28;28;28;28;28;28;28
"350310 Arandu";2;2;2;-;2;2;2;2;2;2;2;2;2;2
"350320 Araraquara";63;63;63;63;63;63;63;63;63;63;63;63;63;63
"350330 Araras";22;22;22;22;12;12;12;12;12;12;12;12;12;12
"350400 Assis";53;53;53;53;53;53;53;53;53;53;53;53;53;53
"350410 Atibaia";17;17;17;17;17;17;17;17;17;17;17;17;17;17
"350420 Auriflama";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"350450 Avaré";26;26;26;26;26;26;26;26;26;26;26;26;26;26
"350520 Bariri";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"350530 Barra Bonita";16;16;16;16;16;16;16;16;16;16;16;16;16;16
"350550 Barretos";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"350570 Barueri";48;48;48;48;48;48;48;48;48;48;48;48;48;-
"350580 Bastos";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"350590 Batatais";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"350600 Bauru";85;85;85;85;85;85;85;85;85;85;85;85;85;85
"350610 Bebedouro";15;15;15;15;15;15;15;15;15;15;15;15;15;15
"350630 Bernardino de Campos";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"350635 Bertioga";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"350640 Bilac";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"350650 Birigui";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"350670 Boa Esperança do Sul";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"350680 Bocaina";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"350700 Boituva";10;10;6;6;6;6;6;6;6;6;6;6;6;4
"350740 Borborema";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"350750 Botucatu";116;116;116;116;116;116;116;116;116;116;116;116;116;116
"350760 Bragança Paulista";42;40;42;42;42;42;42;42;42;42;42;42;38;38
"350790 Brotas";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"350810 Buritama";2;1;1;1;1;1;1;1;1;1;1;1;1;1
"350840 Cabreúva";1;1;1;1;1;1;-;-;-;-;-;-;-;-
"350850 Caçapava";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"350870 Caconde";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"350880 Cafelândia";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"350920 Cajamar";7;7;7;1;1;1;1;1;1;1;1;1;1;1
"350930 Cajobi";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"350940 Cajuru";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"350950 Campinas";195;193;193;193;193;193;193;193;193;193;193;201;201;189
"350960 Campo Limpo Paulista";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"350970 Campos do Jordão";14;14;14;14;14;14;14;14;14;14;14;14;14;14
"351000 Cândido Mota";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"351020 Capão Bonito";12;8;8;8;8;8;8;8;8;8;8;8;8;4
"351040 Capivari";15;15;15;15;15;15;15;15;15;15;15;15;15;15
"351050 Caraguatatuba";93;93;93;93;93;27;27;27;27;27;27;27;27;27
"351060 Carapicuíba";50;50;50;50;50;50;50;50;50;50;50;50;50;50
"351070 Cardoso";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"351080 Casa Branca";10;10;10;10;10;10;10;10;10;10;10;10;10;2
"351100 Castilho";4;4;4;4;4;4;4;4;4;4;4;4;4;-
"351110 Catanduva";26;26;26;26;26;26;26;26;26;26;26;26;26;26
"351140 Cerqueira César";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"351150 Cerquilho";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"351160 Cesário Lange";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"351170 Charqueada";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"355720 Chavantes";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"351190 Clementina";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"351200 Colina";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"351210 Colômbia";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"351220 Conchal";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"351280 Cosmópolis";6;2;2;5;5;5;5;5;5;5;5;5;5;5
"351300 Cotia";22;22;22;22;22;22;22;22;22;22;22;22;22;22
"351310 Cravinhos";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"351340 Cruzeiro";10;10;10;10;14;10;10;10;10;10;10;10;10;10
"351350 Cubatão";9;9;8;8;8;8;14;14;14;14;14;14;14;14
"351360 Cunha";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"351370 Descalvado";5;5;5;5;1;1;1;1;1;1;4;4;4;4
"351380 Diadema";103;103;103;103;103;103;103;103;103;103;103;103;103;103
"351390 Divinolândia";8;8;8;8;8;8;8;8;8;8;8;8;2;7
"351410 Dois Córregos";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"351430 Dourado";1;1;1;-;-;-;-;-;-;-;-;-;-;-
"351440 Dracena";21;21;21;21;21;21;21;21;21;21;21;21;21;21
"351450 Duartina";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"351500 Embu das Artes";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"351510 Embu-Guaçu";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"351518 Espírito Santo do Pinhal";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"351520 Estrela d'Oeste";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"351540 Fartura";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"351550 Fernandópolis";21;21;21;21;21;21;21;21;21;21;21;21;21;21
"351570 Ferraz de Vasconcelos";22;22;22;22;22;22;22;22;22;22;22;22;22;22
"351600 Flórida Paulista";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"351620 Franca";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"351630 Francisco Morato";22;22;22;22;22;22;22;22;22;22;22;22;22;22
"351640 Franco da Rocha";32;32;32;32;32;32;32;32;32;32;32;32;32;32
"351660 Gália";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"351670 Garça";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"351700 Getulina";1;1;1;1;1;1;1;-;-;-;-;-;-;-
"351740 Guaíra";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"351760 Guapiara";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"351770 Guará";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"351780 Guaraçaí";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"351820 Guararapes";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"351830 Guararema";2;1;1;1;1;1;1;1;1;1;1;1;1;1
"351840 Guaratinguetá";30;28;28;28;28;28;28;28;28;28;28;28;28;28
"351860 Guariba";5;5;5;5;5;5;5;5;5;5;4;4;4;4
"351870 Guarujá";22;22;22;22;22;22;22;22;22;22;22;22;22;22
"351880 Guarulhos";220;220;220;220;220;220;220;220;220;220;220;220;220;220
"351907 Hortolândia";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"351910 Iacanga";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"351930 Ibaté";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"351940 Ibirá";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"351960 Ibitinga";17;17;17;17;17;17;17;17;17;17;17;17;17;17
"351970 Ibiúna";12;12;12;6;6;6;6;6;6;6;6;6;6;6
"351990 Iepê";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"352010 Igarapava";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"352044 Ilha Solteira";22;22;22;22;22;22;22;22;22;22;22;22;22;22
"352040 Ilhabela";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"352050 Indaiatuba";20;20;20;20;20;20;20;20;20;20;20;20;20;20
"352070 Indiaporã";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"352090 Ipaussu";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"352130 Ipuã";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"352170 Itaberá";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"352180 Itaí";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"352210 Itanhaém";26;26;26;26;26;26;31;36;36;36;30;30;30;30
"352220 Itapecerica da Serra";43;43;43;43;43;43;43;43;43;43;43;43;43;43
"352230 Itapetininga";24;24;24;24;24;24;24;24;24;24;24;24;24;24
"352240 Itapeva";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"352250 Itapevi";50;50;50;50;50;50;50;50;50;50;50;50;50;50
"352260 Itapira";14;5;4;4;4;4;4;4;4;4;4;4;4;4
"352270 Itápolis";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"352280 Itaporanga";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"352290 Itapuí";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"352310 Itaquaquecetuba";29;29;25;25;25;25;25;25;25;25;25;25;25;25
"352320 Itararé";8;8;3;3;3;3;3;3;3;3;3;3;3;3
"352340 Itatiba";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"352360 Itirapina";8;8;8;8;-;-;-;-;-;-;-;-;-;-
"352390 Itu";30;29;29;29;29;29;29;29;29;29;15;21;21;21
"352400 Itupeva";8;8;6;6;2;2;2;2;2;2;2;2;1;1
"352410 Ituverava";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"352420 Jaborandi";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"352430 Jaboticabal";15;15;15;15;15;15;15;15;15;15;15;15;15;10
"352440 Jacareí";14;14;14;14;14;14;14;14;14;14;14;14;14;14
"352450 Jaci";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"352470 Jaguariúna";20;20;20;20;20;20;12;12;12;12;12;12;12;12
"352480 Jales";15;15;15;15;15;15;15;15;15;15;15;15;15;15
"352530 Jaú";39;39;39;39;39;39;39;39;39;39;39;39;39;39
"352570 José Bonifácio";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"352590 Jundiaí";158;160;160;160;160;160;160;160;160;160;139;139;139;136
"352600 Junqueirópolis";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"352640 Laranjal Paulista";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"352670 Leme";14;14;14;14;14;14;14;14;14;14;14;14;14;14
"352680 Lençóis Paulista";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"352690 Limeira";22;22;22;22;22;22;22;22;22;22;22;22;22;22
"352710 Lins";13;13;13;13;13;13;25;25;25;25;25;25;25;25
"352720 Lorena";21;11;11;11;11;11;11;11;11;11;11;11;11;9
"352730 Louveira";7;7;7;7;7;7;7;7;7;7;7;6;6;6
"352800 Macatuba";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"352850 Mairiporã";3;3;3;3;8;8;8;8;8;8;8;8;8;8
"352880 Maracaí";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"352900 Marília";84;84;84;84;84;84;84;84;84;84;84;84;84;84
"352920 Martinópolis";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"352930 Matão";18;18;18;18;18;18;18;18;18;18;18;18;18;18
"352940 Mauá";28;28;28;28;28;28;28;28;28;28;28;28;28;28
"352970 Miguelópolis";15;15;15;15;15;15;15;15;15;15;15;15;15;15
"353010 Mirandópolis";15;15;15;15;15;15;15;15;15;15;15;15;15;15
"353030 Mirassol";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"353050 Mococa";15;15;15;5;5;5;5;5;5;5;5;5;5;5
"353060 Mogi das Cruzes";120;120;117;117;117;117;117;117;117;117;117;117;115;115
"353070 Mogi Guaçu";34;34;34;34;34;34;34;34;34;34;34;34;34;34
"353080 Mogi Mirim";16;16;16;20;20;20;20;20;20;20;20;20;20;20
"353110 Mongaguá";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"353130 Monte Alto";15;15;15;15;15;15;15;15;15;15;15;15;15;15
"353140 Monte Aprazível";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"353150 Monte Azul Paulista";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"353190 Morro Agudo";8;8;8;8;8;8;4;4;4;4;4;4;4;3
"353260 Nhandeara";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"353290 Nova Europa";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"353300 Nova Granada";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"353340 Nova Odessa";9;9;9;9;9;9;9;9;9;9;9;9;2;2
"353350 Novo Horizonte";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"353390 Olímpia";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"353430 Orlândia";12;12;12;12;12;10;10;10;10;10;10;12;12;12
"353440 Osasco";43;43;43;43;43;43;43;43;43;43;43;43;43;43
"353460 Osvaldo Cruz";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"353470 Ourinhos";21;21;21;21;21;21;21;21;21;21;21;21;21;21
"353475 Ouroeste";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"353490 Pacaembu";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"353520 Palmeira d'Oeste";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"353530 Palmital";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"353550 Paraguaçu Paulista";20;20;20;20;20;20;20;20;20;20;20;20;20;20
"353580 Paranapanema";-;-;-;-;-;-;-;-;-;-;-;-;2;2
"353620 Pariquera-Açu";42;42;42;42;42;42;42;42;42;42;42;42;42;42
"353630 Patrocínio Paulista";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"353650 Paulínia";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"353660 Paulo de Faria";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"353670 Pederneiras";6;6;6;6;6;4;4;4;4;4;4;4;4;4
"353700 Pedregulho";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"353710 Pedreira";16;16;16;16;16;16;16;16;16;16;16;16;16;16
"353730 Penápolis";16;16;16;16;16;16;16;16;16;16;16;16;16;16
"353740 Pereira Barreto";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"353780 Piedade";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"353790 Pilar do Sul";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"353800 Pindamonhangaba";30;30;30;30;30;30;30;30;30;30;30;30;30;30
"353860 Piracaia";2;2;2;2;2;2;2;2;2;-;-;2;2;2
"353870 Piracicaba";72;62;62;66;56;56;56;56;56;56;49;49;49;49
"353880 Piraju";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"353890 Pirajuí";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"353900 Pirangi";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"353930 Pirassununga";14;14;14;14;14;14;14;14;14;14;14;14;14;14
"353940 Piratininga";4;4;4;4;4;4;4;4;4;4;4;4;6;6
"353950 Pitangueiras";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"354000 Pompéia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"354020 Pontal";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"354040 Populina";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"354060 Porto Feliz";10;10;6;6;6;6;6;6;6;6;6;6;6;6
"354070 Porto Ferreira";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"354080 Potirendaba";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"354100 Praia Grande";23;23;23;23;23;23;23;23;23;23;23;23;23;23
"354120 Presidente Bernardes";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"354130 Presidente Epitácio";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"354140 Presidente Prudente";92;92;92;92;92;92;92;92;92;92;92;92;92;92
"354150 Presidente Venceslau";12;12;12;12;12;12;12;12;12;12;12;12;12;12
